code,icao,ident,name,city,state,lat,lon,type,runways
BSQ,P04,KP04,Bisbee Municipal Airport,Bisbee,AZ,31.3640003204,-109.883003235,small_airport,1.0
POH,KPOH,KPOH,Pocahontas Municipal Airport,Pocahontas,IA,42.742802,-94.647301,small_airport,1.0
OBU,PAOB,PAOB,Kobuk Airport,Kobuk,AK,66.9123,-156.897003,small_airport,1.0
UPP,PHUP,PHUP,Upolu Airport,Hawi,HI,20.265301,-155.860001,small_airport,1.0
POY,KPOY,KPOY,Powell Municipal Airport,Powell,WY,44.867198944092,-108.79299926758,small_airport,1.0
OZA,KOZA,KOZA,Ozona Municipal Airport,Ozona,TX,30.735300064087,-101.20300292969,small_airport,1.0
KNW,PANW,PANW,New Stuyahok Airport,New Stuyahok,AK,59.451838,-157.373829,small_airport,1.0
PXL,P10,KP10,Polacca Airport,Polacca,AZ,35.7916984558,-110.422996521,small_airport,1.0
PPA,KPPA,KPPA,Perry Lefors Field,Pampa,TX,35.612998962402,-100.99600219727,small_airport,2.0
STQ,KOYM,KOYM,St Marys Municipal Airport,St Marys,PA,41.412498474121,-78.502601623535,small_airport,1.0
LPO,KPPO,KPPO,La Porte Municipal Airport,La Porte,IN,41.5724983215,-86.73449707030001,small_airport,1.0
NUL,PANU,PANU,Nulato Airport,Nulato,AK,64.729301,-158.074005,small_airport,1.0
RDV,RDV,RDV,Red Devil Airport,Red Devil,AK,61.788101,-157.350006,small_airport,1.0
OXD,KOXD,KOXD,Miami University Airport,Oxford,OH,39.50230026,-84.78440094,small_airport,1.0
NNL,PANO,PANO,Nondalton Airport,Nondalton,AK,59.980202,-154.839005,small_airport,
OXC,KOXC,KOXC,Waterbury Oxford Airport,Oxford,CT,41.47859954834,-73.135200500488,small_airport,1.0
RMP,PFMP,RMP,Rampart Airport,Rampart,AK,65.507896,-150.141007,small_airport,1.0
WNA,PANA,PANA,Napakiak Airport,Napakiak,AK,60.6903,-161.979004,small_airport,1.0
OWK,KOWK,KOWK,Central Maine/Norridgewock Airport,Norridgewock,ME,44.7155,-69.866501,small_airport,2.0
PPF,KPPF,KPPF,Tri-City Airport,Parsons,KS,37.32989883,-95.5062027,small_airport,1.0
PKD,KPKD,KPKD,Park Rapids Municipal Airport Konshok Field,Park Rapids,MN,46.9006,-95.073095,small_airport,2.0
POF,KPOF,KPOF,Poplar Bluff Municipal Airport,Poplar Bluff,MO,36.773899,-90.324898,small_airport,1.0
BSF,PHSF,PHSF,Bradshaw Army Airfield,Waimea (Kamuela),HI,19.760099,-155.554001,small_airport,1.0
PLK,KPLK,KPLK,M. Graham Clark Downtown Airport,Branson / Hollister,MO,36.62590027,-93.22889709,small_airport,1.0
PGM,PGM,PGM,Port Graham Airport,Port Graham,AK,59.348355,-151.830025,small_airport,
PLR,KPLR,KPLR,St Clair County Airport,Pell City,AL,33.558799743652,-86.249099731445,small_airport,1.0
RSH,PARS,PARS,Russian Mission Airport,Russian Mission,AK,61.775071,-161.319466,small_airport,2.0
PMB,KPMB,KPMB,Pembina Municipal Airport,Pembina,ND,48.9425010681,-97.2407989502,small_airport,1.0
HDH,PHDH,PHDH,Kawaihapai Airfield,Mokuleia,HI,21.5795,-158.197006,small_airport,1.0
KWN,PAQH,PAQH,Quinhagak Airport,Quinhagak,AK,59.7551,-161.845,small_airport,1.0
PPC,PAPR,PAPR,Prospect Creek Airport,Prospect Creek,AK,66.814102172852,-150.64399719238,small_airport,1.0
HHI,PHHI,PHHI,Wheeler Army Airfield,Wahiawa,HI,21.481637,-158.037048,small_airport,1.0
PMH,KPMH,KPMH,Greater Portsmouth Regional Airport,Portsmouth,OH,38.8404998779,-82.84729766850002,small_airport,1.0
GLB,KP13,KP13,San Carlos Apache Airport,Globe,AZ,33.3531,-110.667,small_airport,1.0
PPM,KPMP,KPMP,Pompano Beach Airpark,Pompano Beach,FL,26.247100830078,-80.111099243164,small_airport,3.0
CWX,KP33,KP33,Cochise County Airport,Willcox,AZ,32.245399,-109.894997,small_airport,1.0
PIP,PAPN,PAPN,Pilot Point Airport,Pilot Point,AK,57.580399,-157.572006,small_airport,1.0
PKA,PAPK,PAPK,Napaskiak Airport,Napaskiak,AK,60.7029,-161.778,small_airport,1.0
LUP,PHLU,PHLU,Kalaupapa Airport,Kalaupapa,HI,21.211,-156.973999,small_airport,
KPV,PAPE,PAPE,Perryville Airport,Perryville,AK,55.9065,-159.16091,small_airport,1.0
PNN,KPNN,KPNN,Princeton Municipal Airport,Princeton,ME,45.200698852539,-67.564399719238,small_airport,1.0
NLG,PAOU,PAOU,Nelson Lagoon Airport,Nelson Lagoon,AK,56.0075,-161.160004,small_airport,1.0
HBK,P14,KP14,Holbrook Municipal Airport,Holbrook,AZ,34.940700531,-110.138000488,small_airport,2.0
PAK,PHPA,PHPA,Port Allen Airport,Hanapepe,HI,21.8969,-159.602997,small_airport,
POC,KPOC,KPOC,Brackett Field,La Verne,CA,34.091598510742,-117.78199768066,small_airport,2.0
PHO,PAPO,PAPO,Point Hope Airport,Point Hope,AK,68.348801,-166.798996,small_airport,1.0
TOG,PATG,PATG,Togiak Airport,Togiak Village,AK,59.052799,-160.397003,small_airport,1.0
RRT,KRRT,KRRT,Warroad International Memorial Airport,Warroad,MN,48.94139862,-95.3483963,small_airport,1.0
KPN,PAKI,PAKI,Kipnuk Airport,Kipnuk,AK,59.931796,-164.028196,small_airport,1.0
SMD,KSMD,KSMD,Smith Field,Fort Wayne,IN,41.14339828,-85.15280151,small_airport,1.0
GTY,KW05,KW05,Gettysburg Regional Airport,Gettysburg,PA,39.841222,-77.274699,small_airport,1.0
VYS,KVYS,KVYS,Illinois Valley Regional Airport Walter A Duncan Field,Peru,IL,41.351898,-89.153099,small_airport,2.0
VSF,KVSF,KVSF,Hartness State Airport,North Springfield,VT,43.343601,-72.517303,small_airport,2.0
SUM,KSMS,KSMS,Sumter Airport,Sumter,SC,33.994998931885,-80.361297607422,small_airport,2.0
SNK,KSNK,KSNK,Winston Field,Snyder,TX,32.690212,-100.948918,small_airport,2.0
SNL,KSNL,KSNL,Shawnee Regional Airport,Shawnee,OK,35.357898712158,-96.942802429199,small_airport,1.0
SOP,KSOP,KSOP,Moore County Airport,Carthage,NC,35.237184,-79.389381,small_airport,1.0
SPA,KSPA,KSPA,Spartanburg Downtown Memorial Airport,Spartanburg,SC,34.915699005127,-81.956497192383,small_airport,1.0
SPF,KSPF,KSPF,Black Hills Airport-Clyde Ice Field,Spearfish,SD,44.48030090332,-103.78299713135,small_airport,2.0
VNC,KVNC,KVNC,Venice Municipal Airport,Venice,FL,27.070541,-82.440815,small_airport,2.0
SPG,KSPG,KSPG,Albert Whitted Airport,St Petersburg,FL,27.7651,-82.626999,small_airport,1.0
VLA,KVLA,KVLA,Vandalia Municipal Airport,Vandalia,IL,38.991501,-89.166199,small_airport,2.0
VKS,KVKS,KVKS,Vicksburg Municipal Airport,Vicksburg,MS,32.23929977417,-90.928398132324,small_airport,1.0
VJI,KVJI,KVJI,Virginia Highlands Airport,Abingdon,VA,36.687099,-82.033302,small_airport,1.0
SPW,KSPW,KSPW,Spencer Municipal Airport,Spencer,IA,43.165500640869,-95.202796936035,small_airport,2.0
VIH,KVIH,KVIH,Rolla National Airport,Vichy,MO,38.127399,-91.769501,small_airport,2.0
SQI,KSQI,KSQI,Whiteside County Airport - Joseph H Bittorf Field,Rock Falls,IL,41.742175,-89.673629,small_airport,2.0
VHN,KVHN,KVHN,Culberson County Airport,Van Horn,TX,31.057800292969,-104.78399658203,small_airport,2.0
SRC,KSRC,KSRC,Searcy Municipal Airport,Searcy,AR,35.210602,-91.737503,small_airport,1.0
VDI,KVDI,KVDI,Vidalia Regional Airport,Vidalia,GA,32.192699432373,-82.371200561523,small_airport,2.0
VCV,KVCV,KVCV,Southern California Logistics Airport,Victorville,CA,34.597499847399995,-117.383003235,small_airport,2.0
LLY,KVAY,KVAY,South Jersey Regional Airport,Lumberton,NJ,39.942902,-74.845703,small_airport,1.0
RKH,KUZA,KUZA,Rock Hill - York County Airport,Rock Hill,SC,34.9878006,-81.05719757,small_airport,1.0
UVA,KUVA,KUVA,Garner Field,Uvalde,TX,29.2112998962,-99.743598938,small_airport,1.0
SLR,KSLR,KSLR,Sulphur Springs Municipal Airport,Sulphur Springs,TX,33.159801483154,-95.621101379395,small_airport,1.0
STE,KSTE,KSTE,Stevens Point Municipal Airport,Stevens Point,WI,44.5452003479,-89.530296325684,small_airport,2.0
SQV,W28,KW28,Sequim Valley Airport,Sequim,WA,48.098098754883,-123.18699645996,small_airport,2.0
PGC,W99,KW99,Grant County Airport,Petersburg,WV,38.9948997498,-79.1458969116,small_airport,1.0
ZPH,KZPH,KZPH,Zephyrhills Municipal Airport,Zephyrhills,FL,28.228201,-82.155899,small_airport,2.0
SDX,KSEZ,KSEZ,Sedona Airport,Sedona,AZ,34.848598480225,-111.78800201416,small_airport,1.0
SFM,KSFM,KSFM,Sanford Seacoast Regional Airport,Sanford,ME,43.393901824951,-70.708000183105,small_airport,2.0
SFZ,KSFZ,KSFZ,North Central State Airport,Pawtucket,RI,41.9207992554,-71.49140167239999,small_airport,2.0
WBK,KY31,KY31,West Branch Community Airport,West Branch,MI,44.244801,-84.179802,small_airport,1.0
KYO,X39,KX39,Tampa North Aero Park Airport,Tampa,FL,28.2213001251,-82.37449646,small_airport,1.0
SGT,KSGT,KSGT,Stuttgart Municipal Airport / Carl Humphrey Field,Stuttgart,AR,34.599499,-91.574997,small_airport,2.0
SHN,KSHN,KSHN,Sanderson Field,Shelton,WA,47.233600616455,-123.14800262451,small_airport,1.0
WVL,KWVL,KWVL,Waterville Robert Lafleur Airport,Waterville,ME,44.5331993103,-69.6754989624,small_airport,1.0
WVI,KWVI,KWVI,Watsonville Municipal Airport,Watsonville,CA,36.9356994629,-121.790000916,small_airport,2.0
SIK,KSIK,KSIK,Sikeston Memorial Municipal Airport,Sikeston,MO,36.898899078369,-89.561798095703,small_airport,1.0
SIV,KSIV,KSIV,Sullivan County Airport,Sullivan,IN,39.1147,-87.448303,small_airport,1.0
SIY,KSIY,KSIY,Siskiyou County Airport,Montague,CA,41.781399,-122.468002,small_airport,1.0
WLW,KWLW,KWLW,Willows Glenn County Airport,Willows,CA,39.51639938,-122.2180023,small_airport,2.0
WLD,KWLD,KWLD,Strother Field,Winfield / Arkansas City,KS,37.168598,-97.037598,small_airport,2.0
SJN,KSJN,KSJN,St Johns Industrial Air Park,St Johns,AZ,34.51860046,-109.3789978,small_airport,2.0
WHP,KWHP,KWHP,Whiteman Airport,Pacoima,CA,34.2593,-118.413002,small_airport,1.0
WEA,KWEA,KWEA,Parker County Airport,Weatherford,TX,32.7463,-97.682404,small_airport,1.0
WDR,KWDR,KWDR,Barrow County Airport,Winder,GA,33.98289871,-83.66739655,small_airport,2.0
WDG,KWDG,KWDG,Enid Woodring Regional Airport,Enid,OK,36.3791999817,-97.7910995483,small_airport,2.0
SLB,KSLB,KSLB,Storm Lake Municipal Airport,Storm Lake,IA,42.5973014832,-95.2406997681,small_airport,2.0
WBW,KWBW,KWBW,Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,PA,41.2971992493,-75.8511962891,small_airport,1.0
WAY,KWAY,KWAY,Greene County Airport,Waynesburg,PA,39.90112,-80.130733,small_airport,1.0
SLG,KSLG,KSLG,Smith Field,Siloam Springs,AR,36.191898,-94.489998,small_airport,1.0
WAL,KWAL,KWAL,Wallops Flight Facility Airport,Wallops Island,VA,37.940813,-75.462255,small_airport,3.0
SLO,KSLO,KSLO,Salem–Leckrone Airport,Salem,IL,38.642899,-88.964203,small_airport,1.0
SER,KSER,KSER,Freeman Municipal Airport,Seymour,IN,38.923599243164,-85.907402038574,small_airport,2.0
STK,KSTK,KSTK,Sterling Municipal Airport,Sterling,CO,40.613497,-103.263833,small_airport,1.0
UOS,KUOS,KUOS,Franklin County Airport,Sewanee,TN,35.204754,-85.899052,small_airport,1.0
BFG,KU07,KU07,Bullfrog Basin Airport,Bullfrog,UT,37.547827,-110.712898,small_airport,1.0
TDO,KTDO,KTDO,Ed Carlson Memorial Field South Lewis County Airport,Toledo,WA,46.4771995544,-122.805999756,small_airport,1.0
TDW,KTDW,KTDW,Tradewind Airport,Amarillo,TX,35.1698989868,-101.825996399,small_airport,2.0
TDZ,KTDZ,KTDZ,Toledo Executive Airport,Toledo,OH,41.56489944,-83.4822998,small_airport,2.0
TYZ,KTYL,KTYL,Taylor Airport,Taylor,AZ,34.45280075,-110.1149979,small_airport,1.0
THA,KTHA,KTHA,Tullahoma Regional Airport William Northern Field,Tullahoma,TN,35.3801,-86.246399,small_airport,3.0
THM,KTHM,KTHM,Thompson Falls Airport,Thompson Falls,MT,47.573501586914,-115.28099822998,small_airport,1.0
THV,KTHV,KTHV,York Airport,Thomasville,PA,39.917,-76.873001,small_airport,1.0
TVI,KTVI,KTVI,Thomasville Regional Airport,Thomasville,GA,30.901599884033,-83.881301879883,small_airport,2.0
DTX,KTKI,KTKI,McKinney National Airport,Dallas,TX,33.177898,-96.5905,small_airport,1.0
KNT,KTKX,KTKX,Kennett Memorial Airport,Kennett,MO,36.2258987427,-90.0365982056,small_airport,2.0
TLR,KTLR,KTLR,Mefford Field,Tulare,CA,36.15629959,-119.3259964,small_airport,1.0
TMA,KTMA,KTMA,Henry Tift Myers Airport,Tifton,GA,31.4290008545,-83.4885025024,small_airport,2.0
OTK,KTMK,KTMK,Tillamook Airport,Tillamook,OR,45.4182014465,-123.814002991,small_airport,1.0
TNP,KTNP,KTNP,Twentynine Palms Airport,Twentynine Palms,CA,34.133901,-115.947347,small_airport,2.0
TNT,KTNT,KTNT,Dade Collier Training and Transition Airport,Miami,FL,25.861788,-80.89701,small_airport,1.0
TNU,KTNU,KTNU,Newton Municipal Airport,Newton,IA,41.6744,-93.021698,small_airport,1.0
XSD,KTNX,KTNX,Tonopah Test Range Airport,Tonopah,NV,37.798801,-116.780998,small_airport,1.0
TOA,KTOA,KTOA,Zamperini Field,Torrance,CA,33.803398132324,-118.33999633789,small_airport,2.0
TOC,KTOC,KTOC,Toccoa Airport - R.G. Letourneau Field,Toccoa,GA,34.5938,-83.295799,small_airport,1.0
TSP,KTSP,KTSP,Tehachapi Municipal Airport,Tehachapi,CA,35.134998321533,-118.43900299072,small_airport,1.0
TOR,KTOR,KTOR,Torrington Municipal Airport,Torrington,WY,42.0644989,-104.1529999,small_airport,2.0
TPF,KTPF,KTPF,Peter O Knight Airport,Tampa,FL,27.915599822998,-82.44930267334,small_airport,1.0
TRX,KTRX,KTRX,Trenton Municipal Airport,Trenton,MO,40.0835,-93.590599,small_airport,1.0
TRL,KTRL,KTRL,Terrell Municipal Airport,Terrell,TX,32.709202,-96.267403,small_airport,1.0
NPH,KU14,KU14,J. Randy McKnight Nephi Municipal Airport,Nephi,UT,39.73681,-111.870063,small_airport,1.0
UTM,KUTA,KUTA,Tunica Municipal Airport,Tunica,MS,34.68505,-90.347757,small_airport,1.0
RVR,KU34,KU34,Green River Municipal Airport,Green River,UT,38.9613990784,-110.226997375,small_airport,1.0
PNU,U55,KU55,Panguitch Municipal Airport,Panguitch,UT,37.84519958,-112.3919983,small_airport,1.0
SUA,KSUA,KSUA,Witham Field,Stuart,FL,27.18169975,-80.22109985,small_airport,3.0
SUD,KSUD,KSUD,Stroud Municipal Airport,Stroud,OK,35.789600372314,-96.655700683594,small_airport,1.0
SUE,KSUE,KSUE,Door County Cherryland Airport,Sturgeon Bay,WI,44.84370041,-87.42150116,small_airport,2.0
UNU,KUNU,KUNU,Dodge County Airport,Juneau,WI,43.42660141,-88.70320129,small_airport,2.0
SUW,KSUW,KSUW,Richard I Bong Memorial Airport,Superior,WI,46.688612,-92.095041,small_airport,2.0
ATO,KUNI,KUNI,Ohio University Airport,Albany,OH,39.211839,-82.22949,small_airport,1.0
ULM,KULM,KULM,New Ulm Municipal Airport,New Ulm,MN,44.319599151611,-94.502296447754,small_airport,1.0
SVE,KSVE,KSVE,Susanville Municipal Airport,Susanville,CA,40.375702,-120.572998,small_airport,1.0
SVH,KSVH,KSVH,Statesville Regional Airport,Statesville,NC,35.765301,-80.953903,small_airport,1.0
UKT,KUKT,KUKT,Quakertown Airport,Quakertown,PA,40.4352,-75.381897,small_airport,1.0
IKB,KUKF,KUKF,Wilkes County Airport,North Wilkesboro,NC,36.2228012085,-81.09829711910001,small_airport,1.0
SWW,KSWW,KSWW,Avenger Field,Sweetwater,TX,32.467399597168,-100.46700286865,small_airport,2.0
UIL,KUIL,KUIL,Quillayute Airport,Quillayute,WA,47.936599731445,-124.56300354004,small_airport,1.0
UGN,KUGN,KUGN,Waukegan National Airport,Chicago/Waukegan,IL,42.422199249268,-87.867897033691,small_airport,2.0
SYI,KSYI,KSYI,Bomar Field / Shelbyville Municipal Airport,Shelbyville,TN,35.560101,-86.442497,small_airport,1.0
UES,KUES,KUES,Waukesha County Airport,Waukesha,WI,43.041000366211,-88.237098693848,small_airport,2.0
UDD,KUDD,KUDD,Bermuda Dunes Airport,Bermuda Dunes,CA,33.748492,-116.275027,small_airport,1.0
SYN,KSYN,KSYN,Stanton Airfield,Dennison,MN,44.475579,-93.016756,small_airport,
SYV,KSYV,KSYV,Sylvester Airport,Sylvester,GA,31.558500289917,-83.895698547363,small_airport,1.0
UCY,KUCY,KUCY,Everett-Stewart Regional Airport,Union City,TN,36.38180161,-88.98539734,small_airport,1.0
SZP,KSZP,KSZP,Santa Paula Airport,Santa Paula,CA,34.34719849,-119.060997,small_airport,
TBC,KT03,KT03,Tuba City Airport,Tuba City,AZ,36.091146,-111.38286,small_airport,1.0
UBS,KUBS,KUBS,Columbus Lowndes County Airport,Columbus,MS,33.4654006958,-88.3803024292,small_airport,1.0
ICS,KU70,KU70,Cascade Airport,Cascade,ID,44.4938011169,-116.01599884,small_airport,1.0
TAD,KTAD,KTAD,Perry Stokes Airport,Trinidad,CO,37.2593994141,-104.341003418,small_airport,2.0
TBR,KTBR,KTBR,Statesboro Bulloch County Airport,Statesboro,GA,32.4827003479,-81.73690032959999,small_airport,2.0
PVC,KPVC,KPVC,Provincetown Municipal Airport,Provincetown,MA,42.0718994141,-70.2213973999,small_airport,1.0
SEP,KSEP,KSEP,Stephenville Clark Regional Airport,Stephenville,TX,32.215302,-98.177696,small_airport,1.0
SEM,KSEM,KSEM,Craig Field,Selma,AL,32.343898773193,-86.987800598145,small_airport,1.0
RID,KRID,KRID,Richmond Municipal Airport,Richmond,IN,39.757198,-84.842796,small_airport,2.0
RIF,KRIF,KRIF,Richfield Municipal Airport,Richfield,UT,38.734068,-112.101603,small_airport,1.0
GLV,PAGL,PAGL,Golovin Airport,Golovin,AK,64.550499,-163.007004,small_airport,1.0
RIR,KRIR,KRIR,Flabob Airport,Riverside,CA,33.9897,-117.411003,small_airport,1.0
SHG,PAGH,PAGH,Shungnak Airport,Shungnak,AK,66.88809967041,-157.16200256348,small_airport,1.0
KWK,PAGG,PAGG,Kwigillingok Airport,Kwigillingok,AK,59.876499,-163.169005,small_airport,
GBH,PAGB,PAGB,Galbraith Lake Airport,Galbraith Lake,AK,68.4796981812,-149.490005493,small_airport,1.0
NIB,PAFS,PAFS,Nikolai Airport,Nikolai,AK,63.017949,-154.360399,small_airport,1.0
FRN,PAFR,PAFR,Bryant Army Airfield,Fort Richardson,AK,61.266399,-149.653,small_airport,1.0
WWT,PAEW,PAEW,Mertarvik Airport,Mertarvik,AK,60.81037,-164.499511,small_airport,1.0
RKP,KRKP,KRKP,Aransas County Airport,Rockport,TX,28.0867996216,-97.0446014404,small_airport,2.0
RKR,KRKR,KRKR,Robert S Kerr Airport,Poteau,OK,35.021599,-94.6213,small_airport,1.0
RKW,KRKW,KRKW,Rockwood Municipal Airport,Rockwood,TN,35.9222984314,-84.6896972656,small_airport,1.0
RLD,KRLD,KRLD,Richland Airport,Richland,WA,46.305599,-119.304001,small_airport,2.0
EAA,PAEG,PAEG,Eagle Airport,Eagle,AK,64.778003,-141.150455,small_airport,1.0
RNC,KRNC,KRNC,Warren County Memorial Airport,Mc Minnville,TN,35.69869995,-85.84380341,small_airport,1.0
EEK,PAEE,PAEE,Eek Airport,Eek,AK,60.213173,-162.044048,small_airport,1.0
KKH,PADY,PADY,Kongiganak Airport,Kongiganak,AK,59.9608,-162.880997,small_airport,
RNT,KRNT,KRNT,Renton Municipal Airport,Renton,WA,47.4930992126,-122.216003418,small_airport,1.0
MLL,PADM,PADM,Marshall Don Hunter Sr Airport,Marshall,AK,61.8643,-162.026001,small_airport,1.0
ROG,KROG,KROG,Rogers Municipal Airport-Carter Field,Rogers,AR,36.37229919,-94.10690308,small_airport,1.0
ROX,KROX,KROX,Roseau Municipal Rudy Billberg Field,Roseau,MN,48.855999,-95.696999,small_airport,1.0
RDB,PADG,PADG,Red Dog Airport,Red Dog,AK,68.032097,-162.899002,small_airport,1.0
RIE,KRPD,KRPD,Rice Lake Regional Airport - Carl's Field,Rice Lake,WI,45.423024,-91.773127,small_airport,2.0
CYT,PACY,PACY,Yakataga Airport,Yakataga,AK,60.080974,-142.494541,small_airport,1.0
BGQ,PAGQ,PAGQ,Big Lake Airport,Big Lake,AK,61.534658,-149.812936,small_airport,
CXF,PACX,PACX,Coldfoot Airport,Coldfoot,AK,67.25219726559999,-150.203994751,small_airport,1.0
NME,PAGT,PAGT,Nightmute Airport,Nightmute,AK,60.469129,-164.70407,small_airport,1.0
RHV,KRHV,KRHV,Reid-Hillview Airport of Santa Clara County,San Jose,CA,37.332901,-121.819,small_airport,2.0
PVF,KPVF,KPVF,Placerville Airport,Placerville,CA,38.724201202393,-120.75299835205,small_airport,1.0
AKK,PAKH,PAKH,Akhiok Airport,Akhiok,AK,56.938702,-154.182999,small_airport,1.0
KFP,PAKF,PAKF,False Pass Airport,False Pass,AK,54.84751,-163.407168,small_airport,
PVW,KPVW,KPVW,Hale County Airport,Plainview,TX,34.168098,-101.717003,small_airport,2.0
KDK,PAKD,PAKD,Kodiak Municipal Airport,Kodiak,AK,57.806151,-152.373693,small_airport,
KGK,PAJZ,PAJZ,Koliganek Airport,Koliganek,AK,59.726600647,-157.259002686,small_airport,1.0
PWA,KPWA,KPWA,Wiley Post Airport,Oklahoma City,OK,35.53419876,-97.64710236,small_airport,3.0
PWD,KPWD,KPWD,Sher-Wood Airport,Plentywood,MT,48.790298461914,-104.53399658203,small_airport,1.0
KCG,PAJC,PAJC,Chignik Airport,Chignik,AK,56.311501,-158.373001,small_airport,
WAA,PAIW,PAIW,Wales Airport,Wales,AK,65.622593,-168.095,small_airport,1.0
MCL,PAIN,PAIN,Denali National Park Airport,Denali Park,AK,63.732465,-148.911266,small_airport,1.0
PYM,KPYM,KPYM,Plymouth Municipal Airport,Plymouth,MA,41.909,-70.728798,small_airport,2.0
RAC,KRAC,KRAC,John H Batten Airport,Racine,WI,42.7606010437,-87.8152008057,small_airport,2.0
IGG,PAIG,PAIG,Igiugig Airport,Igiugig,AK,59.324001,-155.901993,small_airport,1.0
SHX,PAHX,PAHX,Shageluk Airport,Shageluk,AK,62.692144,-159.569035,small_airport,2.0
HUS,PAHU,PAHU,Hughes Airport,Hughes,AK,66.04109955,-154.2630005,small_airport,1.0
RBD,KRBD,KRBD,Dallas Executive Airport,Dallas,TX,32.6809005737,-96.8682022095,small_airport,2.0
RBG,KRBG,KRBG,Roseburg Regional Airport,Roseburg,OR,43.238800048799995,-123.356002808,small_airport,1.0
HPB,PAHP,PAHP,Hooper Bay Airport,Hooper Bay,AK,61.523899,-166.147003,small_airport,1.0
RBW,KRBW,KRBW,Lowcountry Regional Airport,Walterboro,SC,32.921001434299995,-80.6406021118,small_airport,2.0
RCK,KRCK,KRCK,H H Coffield Regional Airport,Rockdale,TX,30.6315994263,-96.9897003174,small_airport,
RCR,KRCR,KRCR,Fulton County Airport,Rochester,IN,41.0656013489,-86.18170166019999,small_airport,1.0
REO,KREO,KREO,Rome State Airport,Rome,OR,42.5777015686,-117.885002136,small_airport,1.0
RFG,KRFG,KRFG,Rooke Field,Refugio,TX,28.2936,-97.322998,small_airport,1.0
GMT,PAGZ,PAGZ,Granite Mountain Air Station,Granite Mountain,AK,65.40209961,-161.2810059,small_airport,1.0
SGY,PAGY,PAGY,Skagway Airport,Skagway,AK,59.460343,-135.316651,small_airport,1.0
PGS,KL37,L37,Grand Canyon Caverns Airport,Peach Springs,AZ,35.527168,-113.247636,small_airport,1.0
RPX,KRPX,KRPX,Roundup Airport,Roundup,MT,46.475095,-108.541497,small_airport,1.0
RQO,KRQO,KRQO,El Reno Regional Airport,El Reno,OK,35.472698,-98.005798,small_airport,2.0
ORI,ORI,ORI,Port Lions Airport,Port Lions,AK,57.884905,-152.847719,small_airport,
OLH,OLH,OLH,Old Harbor Airport,Old Harbor,AK,57.218102,-153.270004,small_airport,
BZF,O85,O85,Benton Field,Redding,CA,40.5749015808,-122.407997131,small_airport,
SBM,KSBM,KSBM,Sheboygan County Memorial Airport,Sheboygan,WI,43.76959991,-87.85140228,small_airport,2.0
NLN,O19,O19,Kneeland Airport,Kneeland,CA,40.718639,-123.927298,small_airport,
SBS,KSBS,KSBS,Steamboat Springs Bob Adams Field,Steamboat Springs,CO,40.5163002,-106.8659973,small_airport,1.0
UCC,NV11,NV11,Yucca Airstrip,Mercury,NV,36.934661,-116.00596,small_airport,2.0
SBX,KSBX,KSBX,Shelby Airport,Shelby,MT,48.5406990051,-111.871002197,small_airport,2.0
HBB,NM83,NM83,Industrial Airpark,Hobbs,NM,32.7668,-103.209,small_airport,2.0
NIN,NIN,NIN,Ninilchik Airport,Ninilchik,AK,60.020199,-151.589005,small_airport,
EPG,NE69,NE69,Browns Airport,Weeping Water,NE,40.8675003052,-96.1100006104,small_airport,
MYK,KMYK,MYK,May Creek Airport,May Creek,AK,61.335701,-142.686996,small_airport,
MXC,MXC,MXC,Monticello Airport,Monticello,UT,37.93243,-109.341225,small_airport,
MTX,MTF,MTF,Metro Field,Fairbanks,AK,64.80680084229999,-147.761993408,small_airport,1.0
SCB,KSCB,KSCB,Scribner State Airport,Scribner,NE,41.610298,-96.629898,small_airport,1.0
MOS,MOS,MOS,Moses Point Airport,Elim,AK,64.694116,-162.060699,small_airport,1.0
SCF,KSDL,KSDL,Scottsdale Airport,Scottsdale,AZ,33.622898101807,-111.91100311279,small_airport,1.0
MHN,MHN,MHN,Hooker County Airport,Mullen,NE,42.042155,-101.059113,small_airport,
MGI,MGI,MGI,National Wildlife Refuge Airport,Matagorda Island,TX,28.323,-96.464,small_airport,
LIZ,ME16,ME16,Loring International Airport,Limestone,ME,46.950401,-67.885902,small_airport,
SEE,KSEE,KSEE,Gillespie Field,San Diego/El Cajon,CA,32.826198577881,-116.97200012207,small_airport,2.0
UWA,MA53,MA53,Ware Airport,Ware,MA,42.282001495361,-72.214797973633,small_airport,
SEF,KSEF,KSEF,Sebring Regional Airport,Sebring,FL,27.45639992,-81.3423996,small_airport,2.0
SEG,KSEG,KSEG,Penn Valley Airport,Selinsgrove,PA,40.820598602295,-76.863899230957,small_airport,1.0
DRU,M26,M26,Drummond Airport,Drummond,MT,46.621599,-113.201751,small_airport,
AKB,PAAK,PAAK,Atka Airport,Atka,AK,52.220299,-174.205994,small_airport,1.0
WBR,KRQB,KRQB,Roben Hood Airport,Big Rapids,MI,43.7225990295,-85.50409698490002,small_airport,1.0
SAS,KSAS,KSAS,Salton Sea Airport,Salton City,CA,33.2414016724,-115.952003479,small_airport,1.0
SAR,KSAR,KSAR,Sparta Community Airport - Hunter Field,Sparta,IL,38.148899,-89.6987,small_airport,1.0
RRL,KRRL,KRRL,Merrill Municipal Airport,Merrill,WI,45.198898,-89.712898,small_airport,1.0
RSN,KRSN,KRSN,Ruston Regional Airport,Ruston,LA,32.514187,-92.588517,small_airport,1.0
